电 O
路 O
中 O
任 O
意 O
两 O
点 O
之 O
间 O
电 O
位 O
的 O
差 B
值 I
等 O
于 O
这 O
两 O
点 O
间 O
电 B
压 I
。 O

电 O
路 O
中 O
某 O
点 O
到 O
参 O
考 O
点 O
间 O
的 O
电 B
压 I
称 O
为 O
该 O
点 O
的 O
电 B
位 I
。 O

电 B
容 I
是 O
指 O
在 O
给 O
定 O
电 O
位 O
差 O
下 O
的 O
电 B
荷 I
储 I
藏 I
量 I
。 O

在 O
一 O
阶 O
电 O
路 O
中 O
， O
只 O
由 O
初 O
始 O
储 O
能 O
引 O
起 O
的 O
电 B
路 I
响 I
应 I
称 O
为 O
一 O
阶 O
电 O
路 O
的 O
零 B
输 I
入 I
响 I
应 I

在 O
一 O
阶 O
电 O
路 O
中 O
， O
只 O
由 O
外 O
激 O
励 O
引 O
起 O
的 O
电 B
路 I
响 I
应 I
称 O
为 O
一 O
阶 O
电 O
路 O
的 O
零 B
状 I
态 I
响 I
应 I

在 O
一 O
阶 O
电 O
路 O
中 O
， O
既 O
有 O
外 O
激 O
励 O
、 O
又 O
有 O
初 O
始 O
储 O
能 O
的 O
作 O
用 O
所 O
引 O
起 O
的 O
电 B
路 I
响 I
应 I
叫 O
做 O
一 O
阶 O
电 O
路 O
的 O
全 B
响 I
应 I
。 O

复 B
功 I
率 I
是 O
实 O
部 O
为 O
平 B
均 I
功 I
率 I
、 O
虚 O
部 O
为 O
无 O
功 O
功 O
率 O
的 O
复 O
数 O
量 O
。 O

复 B
功 I
率 I
是 O
实 O
部 O
为 O
平 O
均 O
功 O
率 O
、 O
虚 O
部 O
为 O
无 B
功 I
功 I
率 I
的 O
复 O
数 O
量 O
。 O

平 B
均 I
功 I
率 I
又 O
叫 O
有 B
功 I
功 I
率 I
。 O

有 O
功 O
功 O
率 O
和 O
无 B
功 I
功 I
率 I
的 O
总 O
和 O
等 O
于 O
视 B
在 I
功 I
率 I

有 B
功 I
功 I
率 I
和 O
无 O
功 O
功 O
率 O
的 O
总 O
和 O
等 O
于 O
视 B
在 I
功 I
率 I

正 O
弦 O
交 O
流 O
电 O
的 O
三 B
要 I
素 I
由 O
幅 B
值 I
, O
角 O
频 O
率 O
和 O
初 O
相 O
组 O
成 O

正 O
弦 O
交 O
流 O
电 O
的 O
三 B
要 I
素 I
包 O
含 O
幅 O
值 O
, O
角 B
频 I
率 I
和 O
初 O
相 O
三 O
部 O
分 O

正 O
弦 O
交 O
流 O
电 O
的 O
三 B
要 I
素 I
主 O
要 O
有 O
幅 O
值 O
, O
角 O
频 O
率 O
和 O
初 B
相 I

差 B
分 I
器 I
是 O
一 O
个 O
运 B
算 I
放 I
大 I
电 I
路 I

伯 B
德 I
图 I
是 O
传 O
递 O
函 O
数 O
的 O
模 O
与 O
相 O
位 O
关 O
于 O
频 O
率 O
的 O
半 B
对 I
数 I
曲 I
线 I
图 I

分 B
析 I
电 I
路 I
的 O
方 O
法 O
包 O
含 O
节 B
点 I
分 I
析 I
法 I
， O
网 O
孔 O
分 O
析 O
法 O
， O
克 O
拉 O
默 O
法 O
则 O

分 B
析 I
电 I
路 I
的 O
方 O
法 O
主 O
要 O
有 O
节 O
点 O
分 O
析 O
法 O
， O
网 B
孔 I
分 I
析 I
法 I
， O
克 O
拉 O
默 O
法 O
则 O

分 B
析 I
电 I
路 I
的 O
方 O
法 O
主 O
要 O
有 O
节 O
点 O
分 O
析 O
法 O
， O
网 O
孔 O
分 O
析 O
法 O
， O
克 B
拉 I
默 I
法 I
则 I

在 O
交 O
流 O
电 O
路 O
中 O
， O
  O
电 O
压 O
与 O
电 O
流 O
之 O
间 O
的 O
相 B
位 I
差 I
的 O
余 O
弦 O
叫 O
做 O
功 B
率 I
因 I
数 I

在 O
数 O
值 O
上 O
， O
功 B
率 I
因 I
数 I
是 O
有 O
功 O
功 O
率 O
和 O
视 B
在 I
功 I
率 I
的 O
比 O
值 O

在 O
数 O
值 O
上 O
， O
功 B
率 I
因 I
数 I
是 O
有 B
功 I
功 I
率 I
和 O
视 O
在 O
功 O
率 O
的 O
比 O
值 O

受 B
控 I
源 I
包 O
括 O
电 B
压 I
控 I
制 I
的 I
电 I
压 I
源 I
、 O
电 O
流 O
控 O
制 O
的 O
电 O
压 O
源 O
、 O
电 O
压 O
控 O
制 O
的 O
电 O
流 O
源 O
、 O
电 O
流 O
控 O
制 O
的 O
电 O
流 O
源 O

受 B
控 I
源 I
包 O
括 O
电 O
压 O
控 O
制 O
的 O
电 O
压 O
源 O
、 O
电 B
流 I
控 I
制 I
的 I
电 I
压 I
源 I
、 O
电 O
压 O
控 O
制 O
的 O
电 O
流 O
源 O
、 O
电 O
流 O
控 O
制 O
的 O
电 O
流 O
源 O

受 B
控 I
源 I
包 O
括 O
电 O
压 O
控 O
制 O
的 O
电 O
压 O
源 O
、 O
电 O
流 O
控 O
制 O
的 O
电 O
压 O
源 O
、 O
电 B
压 I
控 I
制 I
的 I
电 I
流 I
源 I
、 O
电 O
流 O
控 O
制 O
的 O
电 O
流 O
源 O

受 B
控 I
源 I
包 O
括 O
电 O
压 O
控 O
制 O
的 O
电 O
压 O
源 O
、 O
电 O
流 O
控 O
制 O
的 O
电 O
压 O
源 O
、 O
电 O
压 O
控 O
制 O
的 O
电 O
流 O
源 O
、 O
电 B
流 I
控 I
制 I
的 I
电 I
流 I
源 I

在 O
交 O
流 O
电 O
路 O
中 O
， O
视 B
在 I
功 I
率 I
等 O
于 O
电 O
压 O
与 O
电 B
流 I
的 O
有 O
效 O
值 O
的 O
乘 O
积 O
。 O

在 O
交 O
流 O
电 O
路 O
中 O
， O
视 B
在 I
功 I
率 I
等 O
于 O
电 B
压 I
与 O
电 O
源 O
的 O
有 O
效 O
值 O
的 O
乘 O
积 O
。 O

谐 O
振 O
电 O
路 O
的 O
品 B
质 I
因 I
数 I
等 O
于 O
谐 B
振 I
频 I
率 I
与 O
带 O
宽 O
的 O
比 O
值 O

谐 O
振 O
电 O
路 O
的 O
品 B
质 I
因 I
数 I
等 O
于 O
谐 O
振 O
频 O
率 O
与 O
带 B
宽 I
的 O
比 O
值 O

R O
C O
一 O
阶 O
电 O
路 O
中 O
的 O
时 B
间 I
常 I
数 I
等 O
于 O
电 O
阻 O
阻 O
值 O
乘 O
以 O
电 B
容 I
值 O

R O
C O
一 O
阶 O
电 O
路 O
中 O
的 O
时 B
间 I
常 I
数 I
等 O
于 O
电 B
阻 I
阻 O
值 O
乘 O
以 O
电 O
容 O
值 O

在 O
二 O
阶 O
电 O
路 O
中 O
， O
电 O
路 O
的 O
全 B
响 I
应 I
包 O
括 O
暂 B
态 I
响 I
应 I
和 O
稳 O
态 O
响 O
应 O

在 O
二 O
阶 O
电 O
路 O
中 O
， O
电 O
路 O
的 O
全 B
响 I
应 I
包 O
括 O
暂 O
态 O
响 O
应 O
和 O
稳 B
态 I
响 I
应 I

基 B
尔 I
霍 I
夫 I
电 I
流 I
定 I
律 I
建 O
立 O
的 O
基 O
础 O
是 O
电 B
荷 I
守 I
恒 I
定 I
律 I

基 B
尔 I
霍 I
夫 I
电 I
压 I
定 I
律 I
建 O
立 O
的 O
基 O
础 O
是 O
能 B
量 I
守 I
恒 I
定 I
律 I

电 B
阻 I
的 O
等 O
于 O
电 O
阻 O
两 O
端 O
的 O
电 B
压 I
和 O
电 O
流 O
之 O
比 O
。 O

电 B
阻 I
的 O
等 O
于 O
电 O
阻 O
两 O
端 O
的 O
电 O
压 O
和 O
电 B
流 I
之 O
比 O
。 O

基 B
尔 I
霍 I
夫 I
定 I
律 I
依 O
然 O
适 O
用 O
于 O
低 O
频 O
的 O
近 O
似 O
稳 O
态 O
的 O
交 B
流 I
电 I
路 I
中 O
。 O

电 O
容 O
存 O
在 O
电 O
介 O
质 O
损 O
耗 O
， O
电 O
介 O
质 O
损 O
耗 O
小 O
的 O
电 B
容 I
适 O
用 O
于 O
高 B
频 I
电 I
路 I

相 B
量 I
是 O
一 O
个 O
表 O
示 O
正 O
弦 O
信 O
号 O
的 O
幅 B
度 I
和 O
相 O
位 O
的 O
复 O
数 O

相 B
量 I
是 O
一 O
个 O
表 O
示 O
正 O
弦 O
信 O
号 O
的 O
幅 O
度 O
和 O
相 B
位 I
的 O
复 O
数 O

当 O
二 B
端 I
口 I
网 I
络 I
为 O
线 O
性 O
网 O
络 O
且 O
不 O
包 O
括 O
受 O
控 O
源 O
时 O
， O
如 O
果 O
转 O
移 O
阻 O
抗 O
是 O
相 O
等 O
的 O
， O
则 O
称 O
该 O
二 O
端 O
口 O
网 O
络 O
为 O
互 B
易 I
网 I
络 I
。 O

一 O
般 O
而 O
言 O
， O
如 O
果 O
功 B
率 I
为 O
正 O
， O
则 O
表 O
示 O
该 O
原 O
件 O
正 O
在 O
吸 B
收 I
能 I
量 I

一 O
般 O
而 O
言 O
， O
如 O
果 O
功 B
率 I
为 O
负 O
， O
则 O
表 O
示 O
该 O
原 O
件 O
正 O
在 O
释 B
放 I
能 I
量 I

独 B
立 I
源 I
是 O
指 O
一 O
种 O
输 O
出 O
电 O
压 O
或 O
电 O
流 O
不 O
受 O
电 O
路 O
中 O
任 O
何 O
参 O
数 O
影 O
响 O
（ O
一 O
般 O
为 O
常 O
值 O
） O
的 O
有 B
源 I
器 I
件 I

电 B
导 I
是 O
电 B
阻 I
的 O
倒 O
数 O
（ O
G O
= O
R O
) O
， O

电 B
导 I
的 O
单 O
位 O
为 O
西 B
门 I
子 I

电 B
容 I
主 O
要 O
由 O
板 O
的 O
面 B
积 I
， O
板 O
之 O
间 O
的 O
间 O
距 O
和 O
介 O
质 O
的 O
介 O
电 O
常 O
数 O
决 O
定 O
。 O

电 B
容 I
主 O
要 O
由 O
板 O
的 O
面 O
积 O
， O
板 O
之 O
间 O
的 O
间 B
距 I
和 O
介 O
质 O
的 O
介 O
电 O
常 O
数 O
决 O
定 O
。 O

电 B
容 I
主 O
要 O
由 O
板 O
的 O
面 O
积 O
， O
板 O
之 O
间 O
的 O
间 O
距 O
和 O
介 O
质 O
的 O
介 B
电 I
常 I
数 I
决 O
定 O
。 O

零 B
状 I
态 I
响 I
应 I
电 O
路 O
的 O
储 O
能 O
元 O
器 O
件 O
没 O
有 O
初 O
始 O
储 O
能 O
（ O
t O
= O
0 O
时 O
存 O
储 O
能 O
量 O
为 O
0 O
） O
， O
仅 O
由 O
外 B
部 I
激 I
励 I
源 I
作 O
用 O
而 O
产 O
生 O
的 O
响 O
应 O

如 O
果 O
阻 B
尼 I
系 I
数 I
大 O
于 O
谐 O
振 O
（ O
角 O
） O
频 O
率 O
则 O
是 O
过 B
阻 I
尼 I
情 O
况 O

如 O
果 O
阻 B
尼 I
系 I
数 I
小 O
于 O
谐 O
振 O
（ O
角 O
） O
频 O
率 O
则 O
是 O
欠 B
阻 I
尼 I
情 O
况 O

如 O
果 O
阻 B
尼 I
系 I
数 I
等 O
于 O
谐 O
振 O
（ O
角 O
） O
频 O
率 O
则 O
是 O
临 B
界 I
阻 I
尼 I
情 O
况 O

当 O
阻 B
抗 I
角 I
大 O
于 O
0 O
时 O
， O
元 O
件 O
为 O
感 B
性 I
元 I
件 I

当 O
阻 B
抗 I
角 I
小 O
于 O
0 O
时 O
， O
元 O
件 O
为 O
容 B
性 I
元 I
件 I

当 O
阻 B
抗 I
角 I
等 O
于 O
0 O
时 O
， O
元 O
件 O
为 O
纯 B
电 I
阻 I
性 I
元 I
件 I

理 O
想 O
独 B
立 I
源 I
是 O
指 O
能 O
够 O
提 O
供 O
与 O
其 O
他 O
电 O
路 O
元 O
件 O
完 O
全 O
无 O
关 O
的 O
特 O
定 O
电 O
压 O
或 O
电 O
流 O
的 O
有 B
源 I
元 I
件 I
。 O

理 O
想 O
的 O
非 B
独 I
立 I
源 I
是 O
指 O
其 O
所 O
提 O
供 O
的 O
电 O
压 O
或 O
电 O
流 O
受 O
到 O
其 O
他 O
电 O
压 O
或 O
电 O
流 O
控 O
制 O
的 O
有 B
源 I
元 I
件 I
。 O

当 O
两 O
个 O
电 B
感 I
距 O
离 O
较 O
近 O
时 O
， O
电 O
流 O
在 O
一 O
个 O
线 O
圈 O
中 O
引 O
起 O
的 O
磁 B
通 I
量 I
会 O
对 O
另 O
一 O
个 O
线 O
圈 O
产 O
生 O
影 O
响 O
， O
从 O
而 O
在 O
另 O
一 O
个 O
线 O
圈 O
中 O
产 O
生 O
感 O
应 O
电 O
压 O

直 B
流 I
电 I
流 I
是 O
指 O
不 O
随 O
时 O
间 O
变 O
化 O
的 O
恒 B
定 I
电 I
流 I

交 B
流 I
电 I
流 I
是 O
指 O
随 O
时 O
间 O
按 O
正 O
弦 O
规 O
律 O
变 B
化 I
的 I
电 I
流 I
。 O

支 O
路 O
表 O
示 O
电 O
路 O
中 O
的 O
单 O
个 O
元 O
件 O
； O
节 B
点 I
是 O
指 O
两 O
条 O
或 O
多 O
条 O
支 O
路 O
的 O
连 B
接 I
点 I

回 B
路 I
表 O
示 O
电 O
路 O
中 O
的 O
闭 B
合 I
路 I
径 I
。 O

欠 O
阻 O
尼 O
时 O
自 B
然 I
响 I
应 I
具 O
有 O
指 B
数 I
衰 I
减 I
和 O
振 O
荡 O
的 O
性 O
质 O
。 O

欠 O
阻 O
尼 O
时 O
自 B
然 I
响 I
应 I
具 O
有 O
指 O
数 O
衰 O
减 O
和 O
振 B
荡 I
的 O
性 O
质 O

交 O
流 O
电 O
路 O
中 O
戴 B
维 I
南 I
等 I
效 I
电 I
路 I
由 O
等 B
效 I
电 I
压 I
源 I
和 O
与 O
之 O
串 O
联 O
的 O
戴 O
维 O
南 O
阻 O
抗 O
组 O
成 O
； O

交 O
流 O
电 O
路 O
中 O
戴 B
维 I
南 I
等 I
效 I
电 I
路 I
由 O
等 O
效 O
电 O
压 O
源 O
和 O
与 O
之 O
串 O
联 O
的 O
戴 B
维 I
南 I
阻 I
抗 I
组 O
成 O
； O

诺 B
顿 I
等 I
效 I
电 I
路 I
由 O
等 B
效 I
电 I
流 I
源 I
和 O
与 O
之 O
并 O
联 O
的 O
诺 O
顿 O
阻 O
抗 O
组 O
成 O
。 O

诺 B
顿 I
等 I
效 I
电 I
路 I
由 O
等 O
效 O
电 O
流 O
源 O
和 O
与 O
之 O
并 O
联 O
的 O
诺 B
顿 I
阻 I
抗 I
组 O
成 O
。 O

功 B
